Country Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Least developed countries: UN classification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,-0.285045,-0.2101397,-0.2624758,-0.1877014,-0.256819,-0.3323657,-0.4174395,-0.4687417,-0.2792296,-0.2660723,-0.3467825,-0.3952204,-0.3755141,-0.474227,-0.5405641,-0.5134869
Lesotho,-0.0442861,-0.0888197,-0.3514833,-0.1359913,-0.4562086,-0.4258736,-0.4009566,-0.2942435,-0.3121285,-0.3092911,-0.3754399,-0.4172004,-0.5551813,-0.6843407,-0.8060191,-0.8502712
Liberia,-1.524153,-1.391365,-1.527378,-1.413871,-1.283121,-1.214605,-1.28367,-1.231153,-1.277085,-1.251019,-1.173728,-1.384766,-1.343056,-1.393891,-1.322105,-1.370018
Libya,-1.003491,-0.8828622,-0.8475044,-1.043768,-1.064657,-1.221343,-1.178037,-1.089624,-1.097219,-1.312289,-1.474232,-1.471055,-1.69147,-1.653165,-1.890451,-1.772441
Liechtenstein,1.693717,1.669755,1.722658,1.558452,1.800742,1.763524,1.795092,1.802307,1.783509,1.770325,1.789564,1.754486,1.705179,1.689332,1.706183,1.764954
Lithuania,0.5597879,0.7632465,0.7121693,0.7792079,0.7263384,0.7018702,0.6169906,0.6935584,0.7432536,0.7037992,0.833409,0.8317371,0.9826534,1.185166,1.082445,0.9781554
Low & middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Low income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2.038897,1.920923,1.898921,1.777105,1.571362,1.592555,1.625627,1.74732,1.721774,1.748484,1.672072,1.629902,1.654433,1.724364,1.69268,1.683228
Madagascar,-0.3908238,-0.4111233,-0.4946465,-0.3535855,-0.5986828,-0.4644684,-0.6498098,-0.8023021,-0.9596365,-1.032421,-1.089096,-1.131114,-1.299322,-1.298169,-1.176938,-1.137712
Malawi,-0.7074963,-0.6868253,-0.7661783,-0.8116758,-0.8596497,-0.5369154,-0.545629,-0.4744326,-0.4106808,-0.4253919,-0.4786059,-0.4799153,-0.6281112,-0.6731606,-0.7322128,-0.6694726
Malaysia,1.021576,1.162356,1.087762,1.092823,1.267115,1.238987,1.108519,0.983706,1.120518,1.021163,0.9198642,0.9998065,1.115127,0.9491639,0.8747621,0.8380826
Maldives,0.4016014,0.106854,-0.0064425,0.2022012,0.1291752,0.0750399,-0.2293086,-0.4402517,-0.207131,-0.3059179,-0.2151606,-0.3222612,-0.3616644,-0.3757927,-0.3211116,-0.4511285
Mali,-0.5568049,-0.5700181,-0.6571354,-0.7059101,-0.7386594,-0.7510856,-0.7737022,-0.8013337,-0.8643363,-0.8222965,-0.9967953,-0.9028686,-1.099088,-0.9320242,-0.9941777,-0.9375542
Malta,1.102384,0.937748,0.7983966,0.8227611,1.025022,1.20634,1.279612,1.173995,1.192727,1.195341,1.247961,1.257873,1.028362,0.8506263,0.956104,1.004575
Marshall Islands,-1.132705,-1.04333,-0.9387149,-1.039871,-1.156603,-1.28839,-1.304649,-1.398362,-1.28125,-1.461915,-1.440415,-1.5658,-1.558409,-1.601204,-1.565974,-1.552681
Mauritania,0.0034894,0.046652,-0.4320766,-0.2922155,-0.8747498,-0.9067926,-0.9772067,-0.8949571,-0.9706828,-0.9495553,-0.9096129,-0.9986318,-0.991504,-1.026878,-0.7643325,-0.7202016
Mauritius,0.4061629,0.7171742,0.6271924,0.6086835,0.6875621,0.7470747,0.7739719,0.776171,0.8658755,0.8734261,0.9816903,0.8819206,1.043637,1.049441,0.9644549,0.8996159
Mexico,0.2705096,0.2065538,0.1228508,0.0681568,0.0914132,0.1687744,0.1873924,0.1752324,0.1624299,0.3078777,0.3426165,0.345396,0.1962345,0.2097047,0.1352486,-0.0253529
Micronesia, Fed. Sts.,-0.7711372,-0.7865792,-0.6038283,-0.0956322,-0.3004403,-0.7275328,-0.72589,-0.7092258,-0.8025244,-0.7549889,-0.6432918,-0.5710909,-0.4975008,-0.3969363,-0.3346596,0.0901108
Middle East & North Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle East & North Africa (excluding high income),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle East & North Africa (IDA & IBRD),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,-0.5559443,-0.6650279,-0.8699873,-0.7495598,-0.7872776,-0.820197,-0.773073,-0.5585664,-0.6626101,-0.618258,-0.5679132,-0.4090807,-0.4184042,-0.6546551,-0.6098335,-0.5110461
Monaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,-0.1510513,-0.2280668,-0.4103425,-0.3764116,-0.4841076,-0.5388252,-0.5280833,-0.6674092,-0.5719746,-0.5857292,-0.6361513,-0.5484818,-0.4355009,-0.4186901,-0.095976,-0.2618995
Montenegro,NA,NA,NA,0.3544824,-0.1277386,-0.2223136,-0.0349911,-0.0219301,0.0901539,0.098416,0.13046,0.1600679,0.2651901,0.1557473,0.1109707,0.1543928
Morocco,-0.1475835,-0.1379356,-0.1260798,-0.2798505,-0.155644,-0.1704507,-0.1756016,-0.1404784,-0.1041628,-0.151642,-0.0591652,-0.0351245,-0.0745343,-0.0619438,-0.1043007,-0.1599344
Mozambique,-0.3778282,-0.4798625,-0.5411497,-0.5244129,-0.6244932,-0.5128091,-0.5113532,-0.5497075,-0.5825811,-0.6394116,-0.630087,-0.6132693,-0.7226681,-0.7462663,-0.858917,-0.8926979
Myanmar,-1.31476,-1.244308,-1.561635,-1.526451,-1.453449,-1.480536,-1.530751,-1.614053,-1.6179,-1.596835,-1.481391,-1.497102,-1.27935,-1.238608,-0.9761063,-1.051279
Namibia,0.1412584,0.2274908,0.0632703,0.02189,0.0887336,0.0827654,0.1828262,0.1159105,0.0661187,0.0540624,0.1386618,0.1872248,0.113697,0.2537752,0.172957,0.1986655
Nauru,NA,NA,NA,NA,NA,-0.5789648,-0.4321648,-0.3946568,-0.5599525,-0.5776834,-0.5562755,-0.5784758,-0.5685918,-0.5362784,-0.6880512,-0.4338872
Nepal,-0.456825,-0.5159052,-0.7501413,-0.8523244,-0.9054664,-0.7107469,-0.8005978,-0.9502964,-0.8735455,-0.9025553,-0.9826987,-0.9262621,-0.8515413,-1.053641,-0.8220057,-0.8817721
Netherlands,1.99657,2.020344,2.09252,1.942671,1.788718,1.728333,1.696206,1.739726,1.729366,1.788899,1.8134,1.783959,1.817106,1.832803,1.833876,1.851844
New Zealand,1.738428,1.826235,1.961784,1.746396,1.587881,1.664326,1.678087,1.85184,1.816698,1.877562,1.801007,1.757802,1.932062,1.884678,1.843342,1.766219
Nicaragua,-0.7664067,-0.6688396,-0.7323721,-0.8168674,-0.8769231,-0.9372625,-0.9061906,-0.9621149,-0.9621997,-0.9014012,-0.8949555,-0.8166822,-0.8379031,-0.8158752,-0.6980957,-0.6382679
Niger,-0.8282536,-0.6711459,-0.6619204,-0.772457,-0.7782805,-0.7760658,-0.699199,-0.6521963,-0.6592782,-0.622551,-0.6826633,-0.7209283,-0.696187,-0.6059877,-0.6013262,-0.6733168
Nigeria,-1.026831,-0.9565855,-0.9393838,-0.8927642,-0.9713684,-1.042838,-0.9768379,-1.214644,-1.165138,-1.096175,-0.9964767,-0.9920399,-1.186017,-0.9626727,-1.094932,-0.9603581
North America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Macedonia,-0.5187778,-0.368607,-0.1826979,-0.3286524,-0.1147264,-0.2117144,-0.0189868,-0.0511887,-0.0899654,-0.1076884,-0.0701415,-0.0528186,0.1316635,0.1184931,0.0979802,0.1400139
Norway,1.895618,1.89888,2.080887,1.864108,1.879103,2.024723,1.84209,1.841375,1.878928,1.837559,1.909127,1.884967,1.828457,1.864799,1.869712,1.983251
OECD members,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman,0.3918081,0.4987276,0.484034,0.3262324,0.3122646,0.3354644,0.4195092,0.3839098,0.3778546,0.2512203,0.2645408,0.2141149,0.2658027,0.0815463,0.2034214,0.2069324
Other small states,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pacific island small states,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,-0.4066568,-0.4030545,-0.4629056,-0.4531181,-0.375228,-0.479456,-0.7237101,-0.8008026,-0.7658589,-0.8179008,-0.7779331,-0.7918035,-0.7550009,-0.667473,-0.6407678,-0.5849866
Palau,NA,NA,NA,NA,NA,NA,-0.6009423,-0.5462212,-0.8493041,-0.5776834,-0.5562755,-0.5784758,-0.5685918,-0.5362784,-0.4013585,-0.2289631
Panama,0.0295363,-0.0568805,-0.0722677,0.0693119,0.0671504,0.1382022,0.1234344,0.1434586,0.1372251,0.0858171,0.2850275,0.2886036,0.2621191,0.2923374,0.1715817,0.0082321
Papua New Guinea,-0.4665455,-0.6049654,-0.6469778,-0.875283,-0.7484823,-0.6539661,-0.6948548,-0.739181,-0.7185556,-0.7111131,-0.740658,-0.6630088,-0.6126937,-0.6064898,-0.7297216,-0.6577933
Paraguay,-1.074348,-0.920839,-0.9492918,-0.796317,-0.9595747,-0.8687558,-0.8867102,-0.9216511,-0.9323817,-0.8445076,-0.889456,-0.8721671,-0.9191684,-0.9483697,-0.78241,-0.8123924
Peru,-0.3410112,-0.4384263,-0.5122411,-0.6127201,-0.6693524,-0.5212563,-0.3564379,-0.4166843,-0.1911707,-0.1571881,-0.1449162,-0.1147713,-0.2667779,-0.2769037,-0.1768445,-0.1278887
Philippines,-0.1292202,-0.1031132,-0.2364625,-0.040945,-0.1313469,0.0731165,0.016421,-0.0265842,0.001555,0.090305,0.1081914,0.1184862,0.1930268,0.1123668,-0.023836,-0.0627048
Poland,0.5051503,0.5459217,0.4659075,0.4783568,0.3737843,0.3872338,0.4732433,0.5317568,0.640949,0.6207488,0.6756304,0.7225148,0.8273836,0.7989756,0.698045,0.6345671
Portugal,1.205846,1.166833,1.064095,1.056517,0.8745383,0.9007416,1.085485,1.156265,1.010235,0.9471941,1.035028,1.230732,0.9885908,1.220576,1.210145,1.332172
Post-demographic dividend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pre-demographic dividend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qatar,0.4957557,0.4987276,0.5282899,0.4039587,0.5794296,0.4442961,0.6013125,0.9654891,0.8451837,0.7540052,0.937022,1.057716,0.9447956,0.9551266,0.7378968,0.7428962
Romania,-0.2003612,-0.2584385,-0.2056146,-0.3068253,-0.2101832,-0.3190752,-0.3241724,-0.3597497,-0.2655292,-0.3289806,-0.3119501,-0.0744246,-0.0259938,-0.0560238,-0.170303,-0.173383
Russian Federation,-0.3102288,-0.4012094,-0.4406824,-0.5004948,-0.4380455,-0.3874615,-0.3622768,-0.413452,-0.4688114,-0.4707654,-0.4204746,-0.354852,-0.109315,-0.2043505,-0.1988044,-0.0776052
Rwanda,-0.90913,-0.6945167,-0.5569205,-0.9069124,-0.2541009,-0.1950561,-0.1310468,-0.1503173,-0.0542929,0.0704055,-0.0482539,0.0197235,-0.0253321,-0.0457356,0.0929436,0.2608743
Samoa,0.4465011,0.4509122,0.0639811,0.4612368,0.3234423,0.2026847,0.1640486,0.0305289,-0.0390187,-0.0094426,-0.0190295,0.0246412,0.4548398,0.5086727,0.5409928,0.6164538
San Marino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sao Tome and Principe,-0.5639756,-0.5715816,-0.6055207,-0.6822467,-0.7732206,-0.7054042,-0.6739241,-0.6595207,-0.7941526,-0.7020682,-0.6789475,-0.7258032,-0.817302,-0.7508709,-0.6718311,-0.7675905
Saudi Arabia,-0.3027218,-0.3043756,-0.3561915,-0.3747793,-0.1700445,-0.1191317,-0.0889558,-0.0964172,-0.0069224,-0.3030069,0.0349834,0.0731393,0.2077309,0.2000669,0.2514076,0.2475115
Senegal,0.0066169,-0.2607708,-0.1654776,-0.2282515,-0.2871803,-0.4743536,-0.1558527,-0.5117806,-0.5799341,-0.4963745,-0.4661634,-0.418516,-0.4039444,-0.4502973,-0.469495,-0.3197731
Serbia,-0.5066521,-0.6210334,-0.2136248,-0.3310836,-0.208798,-0.2283539,-0.1915558,-0.0392316,-0.0459862,-0.0898259,-0.1018853,-0.086723,0.0896169,0.1112438,0.0873302,0.1915469
Seychelles,0.1746603,0.1002949,0.0435342,0.1449615,-0.0166655,0.0803886,0.0883821,0.1320166,0.2027419,0.2757331,0.3952843,0.3820674,0.3607702,0.4230102,0.3703311,0.4150706
Sierra Leone,-1.463331,-1.154588,-1.083427,-1.341319,-1.110577,-1.153077,-1.150523,-1.203065,-1.21574,-1.192158,-1.2257,-1.225447,-1.243714,-1.279706,-1.197554,-1.205864
Singapore,1.854913,1.947802,1.989663,1.958422,2.212474,2.375459,2.436975,2.270797,2.241407,2.154786,2.166091,2.088955,2.182617,2.236756,2.191794,2.205368
Slovak Republic,0.6015927,0.7055912,0.873967,0.9271799,0.8825375,0.7320563,0.864835,0.8689756,0.8371224,0.8325479,0.8363792,0.7891342,0.8762358,0.83792,0.9004332,0.8074191
Slovenia,0.9180992,1.080824,0.9227307,0.8928185,0.96356,0.936191,1.187827,1.154734,1.026441,0.9895115,1.03165,1.013163,1.00516,0.9726287,1.127703,1.170744
Small states,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,-2.046691,-2.270754,-1.270239,-0.6683773,-1.008063,-1.078741,-0.9970134,-1.099491,-0.954461,-0.8646617,-0.8060077,-0.823834,-1.068035,-1.024367,-0.9843695,-1.005798
Somalia,-1.511303,-1.986113,-2.052327,-2.128412,-2.191086,-2.226296,-2.402195,-2.228903,-2.208117,-2.140683,-2.200339,-2.217361,-2.445876,-2.196963,-2.18908,-2.21349
South Africa,0.6730514,0.6926963,0.6412201,0.642373,0.4445405,0.469179,0.5094988,0.4802645,0.3921409,0.4053512,0.3456312,0.4382925,0.3410892,0.2616754,0.2749317,0.2784731
South Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Asia (IDA & IBRD),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Sudan,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.882391,-1.584737,-1.679247,-2.068171,-2.163179,-2.34951,-2.478397
Spain,1.84743,1.881454,1.3527,1.50673,0.8372024,0.9933218,0.9203469,0.9458322,0.9947988,1.027235,1.120682,1.154523,1.159705,1.174266,1.116165,1.034051
Sri Lanka,-0.0406734,-0.203533,-0.4235739,-0.3130901,-0.1612208,-0.0842959,-0.1228165,-0.1481891,-0.1950061,-0.1114319,-0.2075322,-0.1698639,0.0538776,-0.0091448,-0.0298971,-0.1511021
St. Kitts and Nevis,-0.2800172,-0.3011952,0.0548022,0.944759,0.6719891,0.6177889,0.6902903,0.7936897,0.7120712,0.7634993,0.8370658,0.8941193,-0.0717925,0.1174361,0.1419046,0.5608362
St. Lucia,-0.1342994,0.0040619,0.1408834,0.9871983,0.6719891,0.6177889,0.6902903,0.8761846,0.8034889,0.8511567,0.6637753,0.706974,-0.016266,-0.0791231,0.0284261,0.2656847
St. Vincent and the Grenadines,-0.1342994,-0.1485667,0.1673153,0.944759,0.6719891,0.6177889,0.6902903,0.7936897,0.7120712,0.7634993,0.8370658,0.8941193,0.1319191,0.0299855,0.2175231,0.2656847
Sub-Saharan Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sub-Saharan Africa (excluding high income),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sub-Saharan Africa (IDA & IBRD),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan,-1.105995,-1.248704,-1.217169,-1.395975,-1.137103,-1.099121,-1.269249,-1.24763,-1.343785,-1.376675,-1.419657,-1.485421,-1.532044,-1.462394,-1.504354,-1.414937
Suriname,-0.1733357,-0.1099384,-0.0289953,-0.0543167,-0.3219694,-0.2752068,-0.1229598,-0.074502,-0.1037182,-0.1185168,-0.0096941,-0.0158028,-0.1759236,-0.3457652,-0.3376629,-0.6166974
Sweden,2.026078,2.082848,2.12182,1.892862,1.804315,2.025398,1.956433,2.045359,2.004213,1.965064,1.95701,1.909026,1.803889,1.816198,1.773979,1.837629
Switzerland,2.000211,1.817973,2.180724,1.851264,2.078077,2.042494,2.037171,1.948745,1.876344,1.867497,1.891962,1.824577,2.112258,1.998366,2.008933,2.056275
Syrian Arab Republic,-0.8806182,-1.094079,-1.04437,-1.139666,-0.9165604,-0.8090644,-0.66196,-0.5971799,-0.6050934,-0.5047666,-1.148971,-1.400502,-1.400045,-1.59046,-1.834143,-1.787541
Tajikistan,-1.230195,-1.106954,-0.9745044,-1.151114,-1.057266,-1.110595,-1.072905,-1.106588,-0.9184335,-0.9482788,-0.9311347,-1.058447,-0.7826094,-0.8482234,-1.032321,-1.1205
Tanzania,-0.4018779,-0.3968551,-0.4615989,-0.4113697,-0.3844429,-0.3966934,-0.492632,-0.5992887,-0.5974768,-0.6516141,-0.6914189,-0.7097701,-0.6550456,-0.6105555,-0.5525873,-0.6294016
Thailand,0.3096918,0.3663059,0.3153662,0.396297,0.4517171,0.3614826,0.2205064,0.267293,0.1877606,0.2058535,0.2246817,0.248,0.3379512,0.3502776,0.3417687,0.3846208
Timor-Leste,-0.7348684,-0.9260253,-0.6770105,-0.9939452,-1.195935,-1.131906,-1.047847,-1.171952,-1.224438,-1.153588,-1.18081,-1.231252,-1.180595,-1.045524,-1.014021,-0.9966559
Togo,-1.275907,-1.425126,-1.553384,-1.442014,-1.535074,-1.533087,-1.496573,-1.377884,-1.389187,-1.3666,-1.314133,-1.294959,-1.249514,-1.189448,-1.061528,-1.125332
Tonga,-0.8094302,-0.480364,-0.6049421,-0.547692,-0.6578344,-0.4798011,-0.4582746,-0.3544413,-0.3172054,-0.3636558,-0.4080352,-0.4044648,-0.0691487,-0.3301379,-0.281755,-0.2174608
Trinidad and Tobago,0.3621133,0.4575793,0.3485296,0.1727507,0.1086852,0.1961451,0.1723387,0.2864292,0.266488,0.3248188,0.4105982,0.3621852,0.2720782,0.232601,0.2280875,0.2597381
Tunisia,0.5826996,0.508504,0.436589,0.3818819,0.6435238,0.4686667,0.3088502,0.3813874,0.2184257,0.0226407,-0.0344481,-0.0735112,-0.1196455,-0.1033128,-0.2058875,-0.0688245
Turkey,0.0831476,0.0522938,0.0088391,0.1542038,0.1200856,0.3065605,0.2686568,0.2779772,0.2949708,0.3486361,0.4085236,0.3812184,0.3652422,0.2231198,0.0430212,0.0705116
Turkmenistan,-1.455165,-1.465225,-1.643842,-1.607924,-1.52604,-1.4318,-1.424742,-1.445099,-1.56353,-1.603864,-1.2571,-1.281882,-0.8422028,-0.8504488,-1.129167,-1.213455
Tuvalu,0.0162519,-1.06835,-0.7793114,0.0230278,-0.337794,-0.4507216,-0.5716191,-0.4428224,-0.4873216,-0.7950383,-0.693237,-0.6593137,-0.9266859,-0.963505,-0.9253373,-0.7431608
Uganda,-0.4381391,-0.3801131,-0.3913794,-0.5569747,-0.5415385,-0.4323176,-0.5836249,-0.6237722,-0.5250553,-0.5155811,-0.5700184,-0.5859425,-0.5014763,-0.4856932,-0.5733845,-0.5842058
Ukraine,-0.6184562,-0.582067,-0.6028258,-0.6397141,-0.4910056,-0.6666756,-0.7180725,-0.8338413,-0.784709,-0.824128,-0.5830625,-0.6457505,-0.4134186,-0.5235236,-0.5740634,-0.4598058
United Arab Emirates,0.8454782,0.5811338,0.6989811,0.7105103,0.9438545,0.9238287,0.8766494,0.9909846,0.8979611,1.055263,1.14961,1.176368,1.435521,1.509872,1.398519,1.398046
United Kingdom,1.840956,1.810524,1.889605,1.766596,1.670994,1.648174,1.643775,1.512003,1.568379,1.558901,1.547542,1.495451,1.62673,1.744032,1.60195,1.414262
United States,1.6802,1.602976,1.761568,1.536153,1.58617,1.649809,1.613998,1.506894,1.557596,1.519567,1.529326,1.523666,1.467586,1.463782,1.477122,1.554403
Upper middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,0.6088546,0.4974258,0.3193935,0.4956834,0.3900837,0.5312065,0.5009665,0.5959123,0.6269566,0.5537435,0.441899,0.4476831,0.4827862,0.5290264,0.5595925,0.4158669
Uzbekistan,-1.18511,-1.10308,-1.03046,-1.207045,-1.155262,-1.113672,-0.8726988,-0.6254953,-0.7137851,-0.6850358,-0.9106262,-0.9136994,-0.6283218,-0.6717844,-0.5757399,-0.5560198
Vanuatu,-0.7902837,-0.8514813,-0.6307651,-0.2873107,-0.4303628,-0.4346451,-0.3016436,-0.3239454,-0.2723125,-0.2436769,-0.2232218,-0.2125746,-0.5339027,-0.7836013,-0.8796323,-0.9005539
Venezuela, RB,-1.008559,-0.9624638,-1.072073,-0.9306281,-1.058087,-1.092995,-1.137684,-0.9929981,-1.111922,-1.190891,-1.145259,-1.167143,-1.226763,-1.219932,-1.287171,-1.399024
Vietnam,-0.4373939,-0.4460183,-0.4786768,-0.2346346,-0.2475519,-0.2405104,-0.2121504,-0.2552605,-0.2591378,-0.2325072,-0.2698495,-0.2656434,-0.0704517,0.0675191,0.0124906,0.0024033
Mundo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yemen, Rep.,-0.8085188,-0.7327883,-0.9130741,-0.9098221,-0.9023175,-0.8734783,-0.8784572,-1.067393,-1.017816,-1.146906,-1.273241,-1.220351,-1.410873,-1.627153,-1.830539,-1.919918
Zambia,-0.7786959,-0.8375805,-0.8669491,-0.9352286,-0.8524404,-0.7241114,-0.7344369,-0.8076773,-0.8508871,-0.6594403,-0.4761798,-0.4925183,-0.4995747,-0.5600798,-0.6571052,-0.6219829
Zimbabwe,-0.9081398,-1.006667,-1.000913,-1.331712,-1.225054,-1.258882,-1.528042,-1.545878,-1.511986,-1.371597,-1.336259,-1.27751,-1.210598,-1.155711,-1.158334,-1.190636
